t	1	2	3	jV0100	jO0300	
1.171	0.879316	0	-0.879316	-0.879316	1.75863	
1.172	0.882291	0	-0.882291	-0.882291	1.76458	
1.173	0.885231	0	-0.885231	-0.885231	1.77046	
1.174	0.888136	0	-0.888136	-0.888136	1.77627	
1.175	0.891007	0	-0.891007	-0.891007	1.78201	
1.176	0.893841	0	-0.893841	-0.893841	1.78768	
1.177	0.896641	0	-0.896641	-0.896641	1.79328	
1.178	0.899405	0	-0.899405	-0.899405	1.79881	
1.179	0.902134	0	-0.902134	-0.902134	1.80427	
1.18	0.904827	0	-0.904827	-0.904827	1.80965	
1.181	0.907484	0	-0.907484	-0.907484	1.81497	
1.182	0.910106	0	-0.910106	-0.910106	1.82021	
1.183	0.912692	0	-0.912692	-0.912692	1.82538	
1.184	0.915241	0	-0.915241	-0.915241	1.83048	
1.185	0.917755	0	-0.917755	-0.917755	1.83551	
1.186	0.920232	0	-0.920232	-0.920232	1.84046	
1.187	0.922673	0	-0.922673	-0.922673	1.84535	
1.188	0.925077	0	-0.925077	-0.925077	1.85015	
1.189	0.927445	0	-0.927445	-0.927445	1.85489	
1.19	0.929776	0	-0.929776	-0.929776	1.85955	
1.191	0.932071	0	-0.932071	-0.932071	1.86414	
1.192	0.934329	0	-0.934329	-0.934329	1.86866	
1.193	0.93655	0	-0.93655	-0.93655	1.8731	
1.194	0.938734	0	-0.938734	-0.938734	1.87747	
1.195	0.940881	0	-0.940881	-0.940881	1.88176	
1.196	0.942991	0	-0.942991	-0.942991	1.88598	
1.197	0.945063	0	-0.945063	-0.945063	1.89013	
1.198	0.947098	0	-0.947098	-0.947098	1.8942	
1.199	0.949096	0	-0.949096	-0.949096	1.89819	
1.2	0.951057	0	-0.951057	-0.951057	1.90211	
1.201	0.952979	0	-0.952979	-0.952979	1.90596	
1.202	0.954865	0	-0.954865	-0.954865	1.90973	
1.203	0.956712	0	-0.956712	-0.956712	1.91342	
1.204	0.958522	0	-0.958522	-0.958522	1.91704	
1.205	0.960294	0	-0.960294	-0.960294	1.92059	
1.206	0.962028	0	-0.962028	-0.962028	1.92406	
1.207	0.963724	0	-0.963724	-0.963724	1.92745	
1.208	0.965382	0	-0.965382	-0.965382	1.93076	
1.209	0.967001	0	-0.967001	-0.967001	1.934	
1.21	0.968583	0	-0.968583	-0.968583	1.93717	
1.211	0.970127	0	-0.970127	-0.970127	1.94025	
1.212	0.971632	0	-0.971632	-0.971632	1.94326	
1.213	0.973099	0	-0.973099	-0.973099	1.9462	
1.214	0.974527	0	-0.974527	-0.974527	1.94905	
1.215	0.975917	0	-0.975917	-0.975917	1.95183	
1.216	0.977268	0	-0.977268	-0.977268	1.95454	
1.217	0.978581	0	-0.978581	-0.978581	1.95716	
1.218	0.979855	0	-0.979855	-0.979855	1.95971	
1.219	0.981091	0	-0.981091	-0.981091	1.96218	
1.22	0.982287	0	-0.982287	-0.982287	1.96457	
1.221	0.983445	0	-0.983445	-0.983445	1.96689	
1.222	0.984564	0	-0.984564	-0.984564	1.96913	
1.223	0.985645	0	-0.985645	-0.985645	1.97129	
1.224	0.986686	0	-0.986686	-0.986686	1.97337	
1.225	0.987688	0	-0.987688	-0.987688	1.97538	
1.226	0.988652	0	-0.988652	-0.988652	1.9773	
1.227	0.989576	0	-0.989576	-0.989576	1.97915	
1.228	0.990461	0	-0.990461	-0.990461	1.98092	
1.229	0.991308	0	-0.991308	-0.991308	1.98262	
1.23	0.992115	0	-0.992115	-0.992115	1.98423	
1.231	0.992883	0	-0.992883	-0.992883	1.98577	
1.232	0.993611	0	-0.993611	-0.993611	1.98722	
1.233	0.994301	0	-0.994301	-0.994301	1.9886	
1.234	0.994951	0	-0.994951	-0.994951	1.9899	
1.235	0.995562	0	-0.995562	-0.995562	1.99112	
1.236	0.996134	0	-0.996134	-0.996134	1.99227	
1.237	0.996666	0	-0.996666	-0.996666	1.99333	
1.238	0.997159	0	-0.997159	-0.997159	1.99432	
1.239	0.997613	0	-0.997613	-0.997613	1.99523	
1.24	0.998027	0	-0.998027	-0.998027	1.99605	
1.241	0.998402	0	-0.998402	-0.998402	1.9968	
1.242	0.998737	0	-0.998737	-0.998737	1.99747	
1.243	0.999033	0	-0.999033	-0.999033	1.99807	
1.244	0.999289	0	-0.999289	-0.999289	1.99858	
1.245	0.999507	0	-0.999507	-0.999507	1.99901	
1.246	0.999684	0	-0.999684	-0.999684	1.99937	
1.247	0.999822	0	-0.999822	-0.999822	1.99964	
1.248	0.999921	0	-0.999921	-0.999921	1.99984	
1.249	0.99998	0	-0.99998	-0.99998	1.99996	
1.25	1	0	-1	-1	2	
1.251	0.99998	0	-0.99998	-0.99998	1.99996	
1.252	0.999921	0	-0.999921	-0.999921	1.99984	
1.253	0.999822	0	-0.999822	-0.999822	1.99964	
1.254	0.999684	0	-0.999684	-0.999684	1.99937	
1.255	0.999507	0	-0.999507	-0.999507	1.99901	
1.256	0.999289	0	-0.999289	-0.999289	1.99858	
1.257	0.999033	0	-0.999033	-0.999033	1.99807	
1.258	0.998737	0	-0.998737	-0.998737	1.99747	
1.259	0.998402	0	-0.998402	-0.998402	1.9968	
1.26	0.998027	0	-0.998027	-0.998027	1.99605	
1.261	0.997613	0	-0.997613	-0.997613	1.99523	
1.262	0.997159	0	-0.997159	-0.997159	1.99432	
1.263	0.996666	0	-0.996666	-0.996666	1.99333	
1.264	0.996134	0	-0.996134	-0.996134	1.99227	
1.265	0.995562	0	-0.995562	-0.995562	1.99112	
1.266	0.994951	0	-0.994951	-0.994951	1.9899	
1.267	0.994301	0	-0.994301	-0.994301	1.9886	
1.268	0.993611	0	-0.993611	-0.993611	1.98722	
1.269	0.992883	0	-0.992883	-0.992883	1.98577	
1.27	0.992115	0	-0.992115	-0.992115	1.98423	
1.271	0.991308	0	-0.991308	-0.991308	1.98262	
1.272	0.990461	0	-0.990461	-0.990461	1.98092	
1.273	0.989576	0	-0.989576	-0.989576	1.97915	
1.274	0.988652	0	-0.988652	-0.988652	1.9773	
1.275	0.987688	0	-0.987688	-0.987688	1.97538	
1.276	0.986686	0	-0.986686	-0.986686	1.97337	
1.277	0.985645	0	-0.985645	-0.985645	1.97129	
1.278	0.984564	0	-0.984564	-0.984564	1.96913	
1.279	0.983445	0	-0.983445	-0.983445	1.96689	
1.28	0.982287	0	-0.982287	-0.982287	1.96457	
1.281	0.981091	0	-0.981091	-0.981091	1.96218	
1.282	0.979855	0	-0.979855	-0.979855	1.95971	
1.283	0.978581	0	-0.978581	-0.978581	1.95716	
1.284	0.977268	0	-0.977268	-0.977268	1.95454	
1.285	0.975917	0	-0.975917	-0.975917	1.95183	
1.286	0.974527	0	-0.974527	-0.974527	1.94905	
1.287	0.973099	0	-0.973099	-0.973099	1.9462	
1.288	0.971632	0	-0.971632	-0.971632	1.94326	
1.289	0.970127	0	-0.970127	-0.970127	1.94025	
1.29	0.968583	0	-0.968583	-0.968583	1.93717	
1.291	0.967001	0	-0.967001	-0.967001	1.934	
1.292	0.965382	0	-0.965382	-0.965382	1.93076	
1.293	0.963724	0	-0.963724	-0.963724	1.92745	
1.294	0.962028	0	-0.962028	-0.962028	1.92406	
1.295	0.960294	0	-0.960294	-0.960294	1.92059	
1.296	0.958522	0	-0.958522	-0.958522	1.91704	
1.297	0.956712	0	-0.956712	-0.956712	1.91342	
1.298	0.954865	0	-0.954865	-0.954865	1.90973	
1.299	0.952979	0	-0.952979	-0.952979	1.90596	
1.3	0.951057	0	-0.951057	-0.951057	1.90211	
1.301	0.949096	0	-0.949096	-0.949096	1.89819	
1.302	0.947098	0	-0.947098	-0.947098	1.8942	
1.303	0.945063	0	-0.945063	-0.945063	1.89013	
1.304	0.942991	0	-0.942991	-0.942991	1.88598	
1.305	0.940881	0	-0.940881	-0.940881	1.88176	
1.306	0.938734	0	-0.938734	-0.938734	1.87747	
1.307	0.93655	0	-0.93655	-0.93655	1.8731	
1.308	0.934329	0	-0.934329	-0.934329	1.86866	
1.309	0.932071	0	-0.932071	-0.932071	1.86414	
1.31	0.929776	0	-0.929776	-0.929776	1.85955	
1.311	0.927445	0	-0.927445	-0.927445	1.85489	
1.312	0.925077	0	-0.925077	-0.925077	1.85015	
1.313	0.922673	0	-0.922673	-0.922673	1.84535	
1.314	0.920232	0	-0.920232	-0.920232	1.84046	
1.315	0.917755	0	-0.917755	-0.917755	1.83551	
1.316	0.915241	0	-0.915241	-0.915241	1.83048	
1.317	0.912692	0	-0.912692	-0.912692	1.82538	
1.318	0.910106	0	-0.910106	-0.910106	1.82021	
1.319	0.907484	0	-0.907484	-0.907484	1.81497	
1.32	0.904827	0	-0.904827	-0.904827	1.80965	
1.321	0.902134	0	-0.902134	-0.902134	1.80427	
1.322	0.899405	0	-0.899405	-0.899405	1.79881	
1.323	0.896641	0	-0.896641	-0.896641	1.79328	
1.324	0.893841	0	-0.893841	-0.893841	1.78768	
1.325	0.891007	0	-0.891007	-0.891007	1.78201	
1.326	0.888136	0	-0.888136	-0.888136	1.77627	
1.327	0.885231	0	-0.885231	-0.885231	1.77046	
1.328	0.882291	0	-0.882291	-0.882291	1.76458	
1.329	0.879316	0	-0.879316	-0.879316	1.75863	
1.33	0.876307	0	-0.876307	-0.876307	1.75261	
1.331	0.873262	0	-0.873262	-0.873262	1.74652	
1.332	0.870184	0	-0.870184	-0.870184	1.74037	
1.333	0.867071	0	-0.867071	-0.867071	1.73414	
1.334	0.863923	0	-0.863923	-0.863923	1.72785	
1.335	0.860742	0	-0.860742	-0.860742	1.72148	
1.336	0.857527	0	-0.857527	-0.857527	1.71505	
1.337	0.854277	0	-0.854277	-0.854277	1.70855	
1.338	0.850994	0	-0.850994	-0.850994	1.70199	
1.339	0.847678	0	-0.847678	-0.847678	1.69536	
1.34	0.844328	0	-0.844328	-0.844328	1.68866	
1.341	0.840945	0	-0.840945	-0.840945	1.68189	
1.342	0.837528	0	-0.837528	-0.837528	1.67506	
1.343	0.834078	0	-0.834078	-0.834078	1.66816	
1.344	0.830596	0	-0.830596	-0.830596	1.66119	
1.345	0.827081	0	-0.827081	-0.827081	1.65416	
1.346	0.823533	0	-0.823533	-0.823533	1.64707	
1.347	0.819952	0	-0.819952	-0.819952	1.6399	
1.348	0.816339	0	-0.816339	-0.816339	1.63268	
1.349	0.812694	0	-0.812694	-0.812694	1.62539	
1.35	0.809017	0	-0.809017	-0.809017	1.61803	
1.351	0.805308	0	-0.805308	-0.805308	1.61062	
1.352	0.801567	0	-0.801567	-0.801567	1.60313	
1.353	0.797794	0	-0.797794	-0.797794	1.59559	
1.354	0.79399	0	-0.79399	-0.79399	1.58798	
1.355	0.790155	0	-0.790155	-0.790155	1.58031	
1.356	0.786288	0	-0.786288	-0.786288	1.57258	
1.357	0.782391	0	-0.782391	-0.782391	1.56478	
1.358	0.778462	0	-0.778462	-0.778462	1.55692	
1.359	0.774503	0	-0.774503	-0.774503	1.54901	
1.36	0.770513	0	-0.770513	-0.770513	1.54103	
1.361	0.766493	0	-0.766493	-0.766493	1.53299	
1.362	0.762443	0	-0.762443	-0.762443	1.52489	
1.363	0.758362	0	-0.758362	-0.758362	1.51672	
1.364	0.754251	0	-0.754251	-0.754251	1.5085	
1.365	0.750111	0	-0.750111	-0.750111	1.50022	
1.366	0.745941	-5.55112e-17	-0.745941	-0.745941	1.49188	
1.367	0.741742	-5.55112e-17	-0.741742	-0.741742	1.48348	
1.368	0.737513	0	-0.737513	-0.737513	1.47503	
1.369	0.733255	0	-0.733255	-0.733255	1.46651	
1.37	0.728969	-5.55112e-17	-0.728969	-0.728969	1.45794	
1.371	0.724653	-5.55112e-17	-0.724653	-0.724653	1.44931	
1.372	0.720309	0	-0.720309	-0.720309	1.44062	
1.373	0.715936	-5.55112e-17	-0.715936	-0.715936	1.43187	
1.374	0.711536	0	-0.711536	-0.711536	1.42307	
1.375	0.707107	0	-0.707107	-0.707107	1.41421	
1.376	0.70265	-5.55112e-17	-0.70265	-0.70265	1.4053	
1.377	0.698165	0	-0.698165	-0.698165	1.39633	
1.378	0.693653	0	-0.693653	-0.693653	1.38731	
1.379	0.689114	0	-0.689114	-0.689114	1.37823	
1.38	0.684547	0	-0.684547	-0.684547	1.36909	
1.381	0.679953	-5.55112e-17	-0.679953	-0.679953	1.35991	
1.382	0.675333	0	-0.675333	-0.675333	1.35067	
1.383	0.670686	0	-0.670686	-0.670686	1.34137	
1.384	0.666012	-5.55112e-17	-0.666012	-0.666012	1.33202	
1.385	0.661312	0	-0.661312	-0.661312	1.32262	
1.386	0.656586	0	-0.656586	-0.656586	1.31317	
1.387	0.651834	-5.55112e-17	-0.651834	-0.651834	1.30367	
1.388	0.647056	-5.55112e-17	-0.647056	-0.647056	1.29411	
1.389	0.642253	0	-0.642253	-0.642253	1.28451	
1.39	0.637424	-5.55112e-17	-0.637424	-0.637424	1.27485	
1.391	0.63257	-5.55112e-17	-0.63257	-0.63257	1.26514	
1.392	0.627691	0	-0.627691	-0.627691	1.25538	
1.393	0.622788	5.55112e-17	-0.622788	-0.622788	1.24558	
1.394	0.61786	0	-0.61786	-0.61786	1.23572	
1.395	0.612907	5.55112e-17	-0.612907	-0.612907	1.22581	
1.396	0.60793	0	-0.60793	-0.60793	1.21586	
1.397	0.60293	0	-0.60293	-0.60293	1.20586	
1.398	0.597905	0	-0.597905	-0.597905	1.19581	
1.399	0.592857	5.55112e-17	-0.592857	-0.592857	1.18571	
1.4	0.587785	0	-0.587785	-0.587785	1.17557	
1.401	0.58269	0	-0.58269	-0.58269	1.16538	
1.402	0.577573	0	-0.577573	-0.577573	1.15515	
1.403	0.572432	0	-0.572432	-0.572432	1.14486	
1.404	0.567269	5.55112e-17	-0.567269	-0.567269	1.13454	
1.405	0.562083	5.55112e-17	-0.562083	-0.562083	1.12417	
1.406	0.556876	5.55112e-17	-0.556876	-0.556876	1.11375	
1.407	0.551646	0	-0.551646	-0.551646	1.10329	
1.408	0.546394	0	-0.546394	-0.546394	1.09279	
1.409	0.541121	0	-0.541121	-0.541121	1.08224	
1.41	0.535827	5.55112e-17	-0.535827	-0.535827	1.07165	
1.411	0.530511	0	-0.530511	-0.530511	1.06102	
1.412	0.525175	5.55112e-17	-0.525175	-0.525175	1.05035	
1.413	0.519817	0	-0.519817	-0.519817	1.03963	
1.414	0.51444	0	-0.51444	-0.51444	1.02888	
1.415	0.509041	0	-0.509041	-0.509041	1.01808	
1.416	0.503623	5.55112e-17	-0.503623	-0.503623	1.00725	
1.417	0.498185	0	-0.498185	-0.498185	0.99637	
1.418	0.492727	0	-0.492727	-0.492727	0.985455	
1.419	0.48725	0	-0.48725	-0.48725	0.9745	
1.42	0.481754	0	-0.481754	-0.481754	0.963507	
1.421	0.476238	0	-0.476238	-0.476238	0.952476	
1.422	0.470704	0	-0.470704	-0.470704	0.941408	
1.423	0.465151	0	-0.465151	-0.465151	0.930302	
1.424	0.45958	0	-0.45958	-0.45958	0.91916	
1.425	0.45399	0	-0.45399	-0.45399	0.907981	
1.426	0.448383	0	-0.448383	-0.448383	0.896766	
1.427	0.442758	0	-0.442758	-0.442758	0.885516	
1.428	0.437116	0	-0.437116	-0.437116	0.874232	
1.429	0.431456	0	-0.431456	-0.431456	0.862912	
1.43	0.425779	0	-0.425779	-0.425779	0.851559	
1.431	0.420086	0	-0.420086	-0.420086	0.840171	
1.432	0.414376	0	-0.414376	-0.414376	0.828751	
1.433	0.408649	0	-0.408649	-0.408649	0.817298	
1.434	0.402906	0	-0.402906	-0.402906	0.805813	
1.435	0.397148	0	-0.397148	-0.397148	0.794296	
1.436	0.391374	0	-0.391374	-0.391374	0.782747	
1.437	0.385584	0	-0.385584	-0.385584	0.771168	
1.438	0.379779	0	-0.379779	-0.379779	0.759558	
1.439	0.373959	0	-0.373959	-0.373959	0.747918	
1.44	0.368125	0	-0.368125	-0.368125	0.736249	
1.441	0.362275	-2.77556e-17	-0.362275	-0.362275	0.724551	
1.442	0.356412	0	-0.356412	-0.356412	0.712824	
1.443	0.350534	0	-0.350534	-0.350534	0.701069	
1.444	0.344643	0	-0.344643	-0.344643	0.689286	
1.445	0.338738	-2.77556e-17	-0.338738	-0.338738	0.677476	
1.446	0.33282	0	-0.33282	-0.33282	0.665639	
1.447	0.326888	0	-0.326888	-0.326888	0.653776	
1.448	0.320944	0	-0.320944	-0.320944	0.641887	
1.449	0.314987	0	-0.314987	-0.314987	0.629973	
1.45	0.309017	0	-0.309017	-0.309017	0.618034	
1.451	0.303035	2.77556e-17	-0.303035	-0.303035	0.606071	
1.452	0.297042	2.77556e-17	-0.297042	-0.297042	0.594083	
1.453	0.291036	0	-0.291036	-0.291036	0.582072	
1.454	0.285019	2.77556e-17	-0.285019	-0.285019	0.570039	
1.455	0.278991	2.77556e-17	-0.278991	-0.278991	0.557982	
1.456	0.272952	0	-0.272952	-0.272952	0.545904	
1.457	0.266902	2.77556e-17	-0.266902	-0.266902	0.533804	
1.458	0.260842	0	-0.260842	-0.260842	0.521683	
1.459	0.254771	0	-0.254771	-0.254771	0.509541	
1.46	0.24869	0	-0.24869	-0.24869	0.49738	
1.461	0.242599	0	-0.242599	-0.242599	0.485198	
1.462	0.236499	0	-0.236499	-0.236499	0.472998	
1.463	0.230389	0	-0.230389	-0.230389	0.460779	
1.464	0.224271	0	-0.224271	-0.224271	0.448542	
1.465	0.218143	0	-0.218143	-0.218143	0.436286	
1.466	0.212007	0	-0.212007	-0.212007	0.424014	
1.467	0.205863	0	-0.205863	-0.205863	0.411725	
1.468	0.19971	0	-0.19971	-0.19971	0.39942	
1.469	0.193549	0	-0.193549	-0.193549	0.387099	
1.47	0.187381	0	-0.187381	-0.187381	0.374763	
1.471	0.181206	0	-0.181206	-0.181206	0.362412	
1.472	0.175023	0	-0.175023	-0.175023	0.350046	
1.473	0.168833	0	-0.168833	-0.168833	0.337667	
1.474	0.162637	0	-0.162637	-0.162637	0.325274	
1.475	0.156434	0	-0.156434	-0.156434	0.312869	
1.476	0.150226	0	-0.150226	-0.150226	0.300451	
1.477	0.144011	1.38778e-17	-0.144011	-0.144011	0.288022	
1.478	0.13779	1.38778e-17	-0.13779	-0.13779	0.275581	
1.479	0.131564	1.38778e-17	-0.131564	-0.131564	0.263129	
1.48	0.125333	1.38778e-17	-0.125333	-0.125333	0.250666	
1.481	0.119097	0	-0.119097	-0.119097	0.238194	
1.482	0.112856	0	-0.112856	-0.112856	0.225713	
1.483	0.106611	0	-0.106611	-0.106611	0.213222	
1.484	0.100362	0	-0.100362	-0.100362	0.200723	
1.485	0.0941083	0	-0.0941083	-0.0941083	0.188217	
1.486	0.0878512	0	-0.0878512	-0.0878512	0.175702	
1.487	0.0815906	0	-0.0815906	-0.0815906	0.163181	
1.488	0.0753268	0	-0.0753268	-0.0753268	0.150654	
1.489	0.06906	0	-0.06906	-0.06906	0.13812	
1.49	0.0627905	0	-0.0627905	-0.0627905	0.125581	
1.491	0.0565185	0	-0.0565185	-0.0565185	0.113037	
1.492	0.0502443	0	-0.0502443	-0.0502443	0.100489	
1.493	0.0439681	0	-0.0439681	-0.0439681	0.0879362	
1.494	0.0376902	3.46945e-18	-0.0376902	-0.0376902	0.0753804	
1.495	0.0314108	0	-0.0314108	-0.0314108	0.0628215	
1.496	0.0251301	0	-0.0251301	-0.0251301	0.0502602	
1.497	0.0188484	1.73472e-18	-0.0188484	-0.0188484	0.0376969	
1.498	0.012566	0	-0.012566	-0.012566	0.0251321	
1.499	0.00628314	0	-0.00628314	-0.00628314	0.0125663	
1.5	3.41428e-13	0	-3.41428e-13	-3.41428e-13	6.82856e-13	
1.501	-0.00628314	0	0.00628314	0.00628314	-0.0125663	
1.502	-0.012566	0	0.012566	0.012566	-0.0251321	
1.503	-0.0188484	0	0.0188484	0.0188484	-0.0376969	
1.504	-0.0251301	0	0.0251301	0.0251301	-0.0502602	
1.505	-0.0314108	0	0.0314108	0.0314108	-0.0628215	
1.506	-0.0376902	-3.46945e-18	0.0376902	0.0376902	-0.0753804	
1.507	-0.0439681	0	0.0439681	0.0439681	-0.0879362	
1.508	-0.0502443	0	0.0502443	0.0502443	-0.100489	
1.509	-0.0565185	0	0.0565185	0.0565185	-0.113037	
1.51	-0.0627905	0	0.0627905	0.0627905	-0.125581	
1.511	-0.06906	0	0.06906	0.06906	-0.13812	
1.512	-0.0753268	0	0.0753268	0.0753268	-0.150654	
1.513	-0.0815906	0	0.0815906	0.0815906	-0.163181	
1.514	-0.0878512	0	0.0878512	0.0878512	-0.175702	
1.515	-0.0941083	0	0.0941083	0.0941083	-0.188217	
1.516	-0.100362	0	0.100362	0.100362	-0.200723	
1.517	-0.106611	0	0.106611	0.106611	-0.213222	
1.518	-0.112856	0	0.112856	0.112856	-0.225713	
1.519	-0.119097	0	0.119097	0.119097	-0.238194	
1.52	-0.125333	0	0.125333	0.125333	-0.250666	
1.521	-0.131564	0	0.131564	0.131564	-0.263129	
1.522	-0.13779	0	0.13779	0.13779	-0.275581	
1.523	-0.144011	0	0.144011	0.144011	-0.288022	
1.524	-0.150226	0	0.150226	0.150226	-0.300451	
1.525	-0.156434	0	0.156434	0.156434	-0.312869	
1.526	-0.162637	0	0.162637	0.162637	-0.325274	
1.527	-0.168833	0	0.168833	0.168833	-0.337667	
1.528	-0.175023	0	0.175023	0.175023	-0.350046	
1.529	-0.181206	0	0.181206	0.181206	-0.362412	
1.53	-0.187381	0	0.187381	0.187381	-0.374763	
1.531	-0.193549	0	0.193549	0.193549	-0.387099	
1.532	-0.19971	0	0.19971	0.19971	-0.39942	
1.533	-0.205863	0	0.205863	0.205863	-0.411725	
1.534	-0.212007	0	0.212007	0.212007	-0.424014	
1.535	-0.218143	0	0.218143	0.218143	-0.436286	
1.536	-0.224271	0	0.224271	0.224271	-0.448542	
1.537	-0.230389	0	0.230389	0.230389	-0.460779	
1.538	-0.236499	0	0.236499	0.236499	-0.472998	
1.539	-0.242599	0	0.242599	0.242599	-0.485198	
1.54	-0.24869	0	0.24869	0.24869	-0.49738	
1.541	-0.254771	0	0.254771	0.254771	-0.509541	
1.542	-0.260842	0	0.260842	0.260842	-0.521683	
1.543	-0.266902	0	0.266902	0.266902	-0.533804	
1.544	-0.272952	0	0.272952	0.272952	-0.545904	
1.545	-0.278991	-2.77556e-17	0.278991	0.278991	-0.557982	
1.546	-0.285019	0	0.285019	0.285019	-0.570039	
1.547	-0.291036	0	0.291036	0.291036	-0.582072	
1.548	-0.297042	0	0.297042	0.297042	-0.594083	
1.549	-0.303035	-2.77556e-17	0.303035	0.303035	-0.606071	
1.55	-0.309017	0	0.309017	0.309017	-0.618034	
1.551	-0.314987	0	0.314987	0.314987	-0.629973	
1.552	-0.320944	0	0.320944	0.320944	-0.641887	
1.553	-0.326888	0	0.326888	0.326888	-0.653776	
1.554	-0.33282	0	0.33282	0.33282	-0.665639	
1.555	-0.338738	0	0.338738	0.338738	-0.677476	
1.556	-0.344643	2.77556e-17	0.344643	0.344643	-0.689286	
1.557	-0.350534	2.77556e-17	0.350534	0.350534	-0.701069	
1.558	-0.356412	0	0.356412	0.356412	-0.712824	
1.559	-0.362275	2.77556e-17	0.362275	0.362275	-0.724551	
1.56	-0.368125	0	0.368125	0.368125	-0.736249	
1.561	-0.373959	0	0.373959	0.373959	-0.747918	
1.562	-0.379779	0	0.379779	0.379779	-0.759558	
1.563	-0.385584	0	0.385584	0.385584	-0.771168	
1.564	-0.391374	0	0.391374	0.391374	-0.782747	
1.565	-0.397148	0	0.397148	0.397148	-0.794296	
1.566	-0.402906	0	0.402906	0.402906	-0.805813	
1.567	-0.408649	0	0.408649	0.408649	-0.817298	
1.568	-0.414376	0	0.414376	0.414376	-0.828751	
1.569	-0.420086	0	0.420086	0.420086	-0.840171	
1.57	-0.425779	0	0.425779	0.425779	-0.851559	
1.571	-0.431456	0	0.431456	0.431456	-0.862912	
1.572	-0.437116	0	0.437116	0.437116	-0.874232	
1.573	-0.442758	0	0.442758	0.442758	-0.885516	
1.574	-0.448383	0	0.448383	0.448383	-0.896766	
1.575	-0.45399	0	0.45399	0.45399	-0.907981	
1.576	-0.45958	0	0.45958	0.45958	-0.91916	
1.577	-0.465151	0	0.465151	0.465151	-0.930302	
1.578	-0.470704	0	0.470704	0.470704	-0.941408	
1.579	-0.476238	0	0.476238	0.476238	-0.952476	
1.58	-0.481754	0	0.481754	0.481754	-0.963507	
1.581	-0.48725	0	0.48725	0.48725	-0.9745	
1.582	-0.492727	0	0.492727	0.492727	-0.985455	
1.583	-0.498185	0	0.498185	0.498185	-0.99637	
1.584	-0.503623	0	0.503623	0.503623	-1.00725	
1.585	-0.509041	0	0.509041	0.509041	-1.01808	
1.586	-0.51444	-5.55112e-17	0.51444	0.51444	-1.02888	
1.587	-0.519817	0	0.519817	0.519817	-1.03963	
1.588	-0.525175	-5.55112e-17	0.525175	0.525175	-1.05035	
1.589	-0.530511	0	0.530511	0.530511	-1.06102	
1.59	-0.535827	0	0.535827	0.535827	-1.07165	
1.591	-0.541121	-5.55112e-17	0.541121	0.541121	-1.08224	
1.592	-0.546394	-5.55112e-17	0.546394	0.546394	-1.09279	
1.593	-0.551646	-5.55112e-17	0.551646	0.551646	-1.10329	
1.594	-0.556876	0	0.556876	0.556876	-1.11375	
1.595	-0.562083	-5.55112e-17	0.562083	0.562083	-1.12417	
1.596	-0.567269	0	0.567269	0.567269	-1.13454	
1.597	-0.572432	-5.55112e-17	0.572432	0.572432	-1.14486	
1.598	-0.577573	0	0.577573	0.577573	-1.15515	
1.599	-0.58269	0	0.58269	0.58269	-1.16538	
1.6	-0.587785	0	0.587785	0.587785	-1.17557	
1.601	-0.592857	0	0.592857	0.592857	-1.18571	
1.602	-0.597905	-5.55112e-17	0.597905	0.597905	-1.19581	
1.603	-0.60293	0	0.60293	0.60293	-1.20586	
1.604	-0.60793	0	0.60793	0.60793	-1.21586	
1.605	-0.612907	-5.55112e-17	0.612907	0.612907	-1.22581	
1.606	-0.61786	0	0.61786	0.61786	-1.23572	
1.607	-0.622788	-5.55112e-17	0.622788	0.622788	-1.24558	
1.608	-0.627691	0	0.627691	0.627691	-1.25538	
1.609	-0.63257	0	0.63257	0.63257	-1.26514	
1.61	-0.637424	0	0.637424	0.637424	-1.27485	
1.611	-0.642253	0	0.642253	0.642253	-1.28451	
1.612	-0.647056	5.55112e-17	0.647056	0.647056	-1.29411	
1.613	-0.651834	0	0.651834	0.651834	-1.30367	
1.614	-0.656586	5.55112e-17	0.656586	0.656586	-1.31317	
1.615	-0.661312	0	0.661312	0.661312	-1.32262	
1.616	-0.666012	0	0.666012	0.666012	-1.33202	
1.617	-0.670686	5.55112e-17	0.670686	0.670686	-1.34137	
1.618	-0.675333	0	0.675333	0.675333	-1.35067	
1.619	-0.679953	5.55112e-17	0.679953	0.679953	-1.35991	
1.62	-0.684547	5.55112e-17	0.684547	0.684547	-1.36909	
1.621	-0.689114	5.55112e-17	0.689114	0.689114	-1.37823	
1.622	-0.693653	5.55112e-17	0.693653	0.693653	-1.38731	
1.623	-0.698165	0	0.698165	0.698165	-1.39633	
1.624	-0.70265	0	0.70265	0.70265	-1.4053	
1.625	-0.707107	0	0.707107	0.707107	-1.41421	
1.626	-0.711536	0	0.711536	0.711536	-1.42307	
1.627	-0.715936	0	0.715936	0.715936	-1.43187	
1.628	-0.720309	0	0.720309	0.720309	-1.44062	
1.629	-0.724653	0	0.724653	0.724653	-1.44931	
1.63	-0.728969	0	0.728969	0.728969	-1.45794	
1.631	-0.733255	5.55112e-17	0.733255	0.733255	-1.46651	
1.632	-0.737513	5.55112e-17	0.737513	0.737513	-1.47503	
1.633	-0.741742	0	0.741742	0.741742	-1.48348	
1.634	-0.745941	5.55112e-17	0.745941	0.745941	-1.49188	
1.635	-0.750111	0	0.750111	0.750111	-1.50022	
