t	1	2	3	jL0300	jC0103	jV0200	
9.78	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.79	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.8	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.81	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.82	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.83	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.84	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.85	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.86	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.87	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.88	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.89	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.9	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.91	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.92	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.93	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.94	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.95	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.96	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.97	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.98	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
9.99	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
10	10	10	9.99999	9.99999e-11	9.99999e-11	-9.99999e-11	
