t 1 2 jL0100 jV0200 
0.004402 4.31029 1.76326 2.54703 -2.54703
0.004403 4.28973 1.74094 2.54879 -2.54879
0.004404 4.26908 1.71856 2.55052 -2.55052
0.004405 4.24833 1.69611 2.55222 -2.55222
0.004406 4.2275 1.67359 2.55391 -2.55391
0.004407 4.20658 1.65101 2.55557 -2.55557
0.004408 4.18558 1.62837 2.55721 -2.55721
0.004409 4.16448 1.60566 2.55883 -2.55883
0.00441 4.14331 1.58289 2.56042 -2.56042
0.004411 4.12204 1.56005 2.56199 -2.56199
0.004412 4.1007 1.53716 2.56354 -2.56354
0.004413 4.07927 1.5142 2.56507 -2.56507
0.004414 4.05776 1.49119 2.56657 -2.56657
0.004415 4.03617 1.46812 2.56805 -2.56805
0.004416 4.01449 1.44499 2.56951 -2.56951
0.004417 3.99274 1.4218 2.57094 -2.57094
0.004418 3.97091 1.39856 2.57235 -2.57235
0.004419 3.949 1.37526 2.57374 -2.57374
0.00442 3.92701 1.35192 2.5751 -2.5751
0.004421 3.90495 1.32851 2.57644 -2.57644
0.004422 3.88282 1.30506 2.57776 -2.57776
0.004423 3.8606 1.28155 2.57905 -2.57905
0.004424 3.83832 1.258 2.58032 -2.58032
0.004425 3.81596 1.2344 2.58157 -2.58157
0.004426 3.79353 1.21074 2.58279 -2.58279
0.004427 3.77103 1.18705 2.58399 -2.58399
0.004428 3.74846 1.1633 2.58516 -2.58516
0.004429 3.72582 1.13951 2.58631 -2.58631
0.00443 3.70312 1.11568 2.58744 -2.58744
0.004431 3.68034 1.0918 2.58855 -2.58855
0.004432 3.6575 1.06788 2.58963 -2.58963
0.004433 3.6346 1.04392 2.59068 -2.59068
0.004434 3.61163 1.01991 2.59171 -2.59171
0.004435 3.58859 0.995871 2.59272 -2.59272
0.004436 3.56549 0.97179 2.5937 -2.5937
0.004437 3.54234 0.947672 2.59466 -2.59466
0.004438 3.51912 0.923516 2.5956 -2.5956
0.004439 3.49584 0.899325 2.59651 -2.59651
0.00444 3.4725 0.8751 2.5974 -2.5974
0.004441 3.4491 0.85084 2.59826 -2.59826
0.004442 3.42565 0.826547 2.5991 -2.5991
0.004443 3.40214 0.802223 2.59991 -2.59991
0.004444 3.37857 0.777867 2.6007 -2.6007
0.004445 3.35495 0.753481 2.60147 -2.60147
0.004446 3.33128 0.729067 2.60221 -2.60221
0.004447 3.30755 0.704624 2.60293 -2.60293
0.004448 3.28377 0.680154 2.60362 -2.60362
0.004449 3.25995 0.655657 2.60429 -2.60429
0.00445 3.23607 0.631136 2.60493 -2.60493
0.004451 3.21214 0.60659 2.60555 -2.60555
0.004452 3.18817 0.582021 2.60615 -2.60615
0.004453 3.16414 0.55743 2.60672 -2.60672
0.004454 3.14008 0.532817 2.60726 -2.60726
0.004455 3.11596 0.508184 2.60778 -2.60778
0.004456 3.09181 0.483531 2.60828 -2.60828
0.004457 3.06761 0.45886 2.60875 -2.60875
0.004458 3.04337 0.434172 2.60919 -2.60919
0.004459 3.01908 0.409467 2.60962 -2.60962
0.00446 2.99476 0.384746 2.61001 -2.61001
0.004461 2.9704 0.360011 2.61039 -2.61039
0.004462 2.946 0.335263 2.61073 -2.61073
0.004463 2.92156 0.310502 2.61106 -2.61106
0.004464 2.89708 0.285729 2.61135 -2.61135
0.004465 2.87257 0.260945 2.61163 -2.61163
0.004466 2.84803 0.236152 2.61188 -2.61188
0.004467 2.82345 0.211351 2.6121 -2.6121
0.004468 2.79884 0.186541 2.6123 -2.6123
0.004469 2.7742 0.161725 2.61247 -2.61247
0.00447 2.74953 0.136903 2.61262 -2.61262
0.004471 2.72482 0.112076 2.61275 -2.61275
0.004472 2.70009 0.0872459 2.61285 -2.61285
0.004473 2.67533 0.0624126 2.61292 -2.61292
0.004474 2.65055 0.0375775 2.61297 -2.61297
0.004475 2.62574 0.0127415 2.613 -2.613
0.004476 2.6009 -0.0120943 2.613 -2.613
0.004477 2.57604 -0.036929 2.61297 -2.61297
0.004478 2.55116 -0.0617617 2.61292 -2.61292
0.004479 2.52626 -0.0865912 2.61285 -2.61285
0.00448 2.50133 -0.111417 2.61275 -2.61275
0.004481 2.47639 -0.136237 2.61263 -2.61263
0.004482 2.45143 -0.161052 2.61248 -2.61248
0.004483 2.42644 -0.185859 2.6123 -2.6123
0.004484 2.40145 -0.210659 2.61211 -2.61211
0.004485 2.37643 -0.235449 2.61188 -2.61188
0.004486 2.3514 -0.26023 2.61163 -2.61163
0.004487 2.32636 -0.285 2.61136 -2.61136
0.004488 2.30131 -0.309757 2.61106 -2.61106
0.004489 2.27624 -0.334502 2.61074 -2.61074
0.00449 2.25116 -0.359234 2.6104 -2.6104
0.004491 2.22607 -0.38395 2.61002 -2.61002
0.004492 2.20098 -0.40865 2.60963 -2.60963
0.004493 2.17587 -0.433334 2.60921 -2.60921
0.004494 2.15076 -0.458 2.60876 -2.60876
0.004495 2.12564 -0.482648 2.60829 -2.60829
0.004496 2.10052 -0.507275 2.6078 -2.6078
0.004497 2.07539 -0.531882 2.60728 -2.60728
0.004498 2.05026 -0.556468 2.60673 -2.60673
0.004499 2.02513 -0.581031 2.60616 -2.60616
0.0045 2 -0.60557 2.60557 -2.60557
0.004501 1.97487 -0.630085 2.60495 -2.60495
0.004502 1.94974 -0.654574 2.60431 -2.60431
0.004503 1.92461 -0.679037 2.60364 -2.60364
0.004504 1.89948 -0.703472 2.60295 -2.60295
0.004505 1.87436 -0.727879 2.60224 -2.60224
0.004506 1.84924 -0.752257 2.6015 -2.6015
0.004507 1.82413 -0.776604 2.60073 -2.60073
0.004508 1.79902 -0.80092 2.59994 -2.59994
0.004509 1.77393 -0.825204 2.59913 -2.59913
0.00451 1.74884 -0.849454 2.59829 -2.59829
0.004511 1.72376 -0.873671 2.59743 -2.59743
0.004512 1.69869 -0.897852 2.59655 -2.59655
0.004513 1.67364 -0.921998 2.59564 -2.59564
0.004514 1.6486 -0.946106 2.5947 -2.5947
0.004515 1.62357 -0.970176 2.59374 -2.59374
0.004516 1.59855 -0.994208 2.59276 -2.59276
0.004517 1.57356 -1.0182 2.59175 -2.59175
0.004518 1.54857 -1.04215 2.59072 -2.59072
0.004519 1.52361 -1.06606 2.58967 -2.58967
0.00452 1.49867 -1.08993 2.58859 -2.58859
0.004521 1.47374 -1.11375 2.58749 -2.58749
0.004522 1.44884 -1.13753 2.58636 -2.58636
0.004523 1.42396 -1.16126 2.58522 -2.58522
0.004524 1.3991 -1.18494 2.58404 -2.58404
0.004525 1.37426 -1.20858 2.58285 -2.58285
0.004526 1.34945 -1.23217 2.58163 -2.58163
0.004527 1.32467 -1.25572 2.58038 -2.58038
0.004528 1.29991 -1.27921 2.57911 -2.57911
0.004529 1.27518 -1.30265 2.57782 -2.57782
0.00453 1.25047 -1.32603 2.57651 -2.57651
0.004531 1.2258 -1.34937 2.57517 -2.57517
0.004532 1.20116 -1.37265 2.57381 -2.57381
0.004533 1.17655 -1.39588 2.57243 -2.57243
0.004534 1.15197 -1.41905 2.57102 -2.57102
0.004535 1.12743 -1.44216 2.56959 -2.56959
0.004536 1.10292 -1.46522 2.56813 -2.56813
0.004537 1.07844 -1.48821 2.56666 -2.56666
0.004538 1.054 -1.51115 2.56516 -2.56516
0.004539 1.0296 -1.53403 2.56363 -2.56363
0.00454 1.00524 -1.55685 2.56209 -2.56209
0.004541 0.980917 -1.5796 2.56052 -2.56052
0.004542 0.956634 -1.6023 2.55893 -2.55893
0.004543 0.932392 -1.62492 2.55732 -2.55732
0.004544 0.908192 -1.64749 2.55568 -2.55568
0.004545 0.884036 -1.66999 2.55402 -2.55402
0.004546 0.859923 -1.69242 2.55234 -2.55234
0.004547 0.835855 -1.71478 2.55064 -2.55064
0.004548 0.811834 -1.73708 2.54891 -2.54891
0.004549 0.787859 -1.7593 2.54716 -2.54716
0.00455 0.763932 -1.78146 2.54539 -2.54539
0.004551 0.740054 -1.80355 2.5436 -2.5436
0.004552 0.716226 -1.82556 2.54179 -2.54179
0.004553 0.692448 -1.8475 2.53995 -2.53995
0.004554 0.668722 -1.86937 2.53809 -2.53809
0.004555 0.645048 -1.89116 2.53621 -2.53621
0.004556 0.621428 -1.91288 2.53431 -2.53431
0.004557 0.597863 -1.93452 2.53238 -2.53238
0.004558 0.574352 -1.95609 2.53044 -2.53044
0.004559 0.550899 -1.97757 2.52847 -2.52847
0.00456 0.527502 -1.99898 2.52648 -2.52648
0.004561 0.504163 -2.02031 2.52447 -2.52447
0.004562 0.480884 -2.04156 2.52244 -2.52244
0.004563 0.457664 -2.06273 2.52039 -2.52039
0.004564 0.434505 -2.08381 2.51832 -2.51832
0.004565 0.411408 -2.10482 2.51622 -2.51622
0.004566 0.388374 -2.12573 2.51411 -2.51411
0.004567 0.365404 -2.14657 2.51197 -2.51197
0.004568 0.342498 -2.16732 2.50982 -2.50982
0.004569 0.319657 -2.18798 2.50764 -2.50764
0.00457 0.296883 -2.20856 2.50544 -2.50544
0.004571 0.274176 -2.22904 2.50322 -2.50322
0.004572 0.251537 -2.24944 2.50098 -2.50098
0.004573 0.228967 -2.26975 2.49872 -2.49872
0.004574 0.206467 -2.28997 2.49644 -2.49644
0.004575 0.184038 -2.3101 2.49414 -2.49414
0.004576 0.161681 -2.33014 2.49182 -2.49182
0.004577 0.139396 -2.35009 2.48948 -2.48948
0.004578 0.117184 -2.36994 2.48712 -2.48712
0.004579 0.0950472 -2.38969 2.48474 -2.48474
0.00458 0.0729853 -2.40936 2.48234 -2.48234
0.004581 0.0509995 -2.42892 2.47992 -2.47992
0.004582 0.0290906 -2.44839 2.47748 -2.47748
0.004583 0.00725957 -2.46777 2.47503 -2.47503
0.004584 -0.0144928 -2.48704 2.47255 -2.47255
0.004585 -0.0361657 -2.50622 2.47005 -2.47005
0.004586 -0.0577581 -2.52529 2.46754 -2.46754
0.004587 -0.0792694 -2.54427 2.465 -2.465
0.004588 -0.100699 -2.56315 2.46245 -2.46245
0.004589 -0.122045 -2.58192 2.45988 -2.45988
0.00459 -0.143307 -2.60059 2.45728 -2.45728
0.004591 -0.164485 -2.61916 2.45467 -2.45467
0.004592 -0.185577 -2.63762 2.45205 -2.45205
0.004593 -0.206583 -2.65598 2.4494 -2.4494
0.004594 -0.227502 -2.67424 2.44673 -2.44673
0.004595 -0.248334 -2.69238 2.44405 -2.44405
0.004596 -0.269076 -2.71043 2.44135 -2.44135
0.004597 -0.289729 -2.72836 2.43863 -2.43863
0.004598 -0.310291 -2.74618 2.43589 -2.43589
0.004599 -0.330762 -2.7639 2.43314 -2.43314
0.0046 -0.351141 -2.78151 2.43036 -2.43036
0.004601 -0.371427 -2.799 2.42757 -2.42757
0.004602 -0.39162 -2.81639 2.42477 -2.42477
0.004603 -0.411718 -2.83366 2.42194 -2.42194
0.004604 -0.431721 -2.85082 2.4191 -2.4191
0.004605 -0.451628 -2.86787 2.41624 -2.41624
0.004606 -0.471438 -2.8848 2.41336 -2.41336
0.004607 -0.491151 -2.90162 2.41047 -2.41047
0.004608 -0.510765 -2.91833 2.40756 -2.40756
0.004609 -0.530281 -2.93491 2.40463 -2.40463
0.00461 -0.549696 -2.95139 2.40169 -2.40169
0.004611 -0.569011 -2.96774 2.39873 -2.39873
0.004612 -0.588224 -2.98398 2.39576 -2.39576
0.004613 -0.607335 -3.0001 2.39276 -2.39276
0.004614 -0.626343 -3.0161 2.38976 -2.38976
0.004615 -0.645247 -3.03198 2.38673 -2.38673
0.004616 -0.664047 -3.04774 2.38369 -2.38369
0.004617 -0.682742 -3.06338 2.38064 -2.38064
0.004618 -0.701331 -3.0789 2.37756 -2.37756
0.004619 -0.719814 -3.09429 2.37448 -2.37448
0.00462 -0.738188 -3.10956 2.37138 -2.37138
0.004621 -0.756455 -3.12471 2.36826 -2.36826
0.004622 -0.774613 -3.13974 2.36513 -2.36513
0.004623 -0.792662 -3.15464 2.36198 -2.36198
0.004624 -0.8106 -3.16942 2.35882 -2.35882
0.004625 -0.828427 -3.18407 2.35564 -2.35564
0.004626 -0.846143 -3.19859 2.35245 -2.35245
0.004627 -0.863746 -3.21299 2.34924 -2.34924
0.004628 -0.881236 -3.22726 2.34602 -2.34602
0.004629 -0.898613 -3.2414 2.34279 -2.34279
0.00463 -0.915875 -3.25542 2.33954 -2.33954
0.004631 -0.933021 -3.2693 2.33628 -2.33628
0.004632 -0.950052 -3.28305 2.333 -2.333
0.004633 -0.966967 -3.29668 2.32971 -2.32971
0.004634 -0.983765 -3.31017 2.32641 -2.32641
0.004635 -1.00044 -3.32354 2.32309 -2.32309
0.004636 -1.01701 -3.33677 2.31976 -2.31976
0.004637 -1.03345 -3.34987 2.31642 -2.31642
0.004638 -1.04977 -3.36283 2.31306 -2.31306
0.004639 -1.06597 -3.37567 2.30969 -2.30969
0.00464 -1.08205 -3.38836 2.30631 -2.30631
0.004641 -1.09801 -3.40093 2.30292 -2.30292
0.004642 -1.11385 -3.41336 2.29951 -2.29951
0.004643 -1.12956 -3.42565 2.29609 -2.29609
0.004644 -1.14515 -3.43781 2.29266 -2.29266
0.004645 -1.16062 -3.44983 2.28921 -2.28921
0.004646 -1.17596 -3.46172 2.28576 -2.28576
0.004647 -1.19118 -3.47347 2.28229 -2.28229
0.004648 -1.20627 -3.48508 2.27881 -2.27881
0.004649 -1.22123 -3.49655 2.27532 -2.27532
0.00465 -1.23607 -3.50789 2.27182 -2.27182
0.004651 -1.25078 -3.51908 2.26831 -2.26831
0.004652 -1.26536 -3.53014 2.26478 -2.26478
0.004653 -1.27981 -3.54105 2.26125 -2.26125
0.004654 -1.29413 -3.55183 2.2577 -2.2577
0.004655 -1.30832 -3.56246 2.25414 -2.25414
0.004656 -1.32238 -3.57296 2.25057 -2.25057
0.004657 -1.33631 -3.58331 2.247 -2.247
0.004658 -1.35011 -3.59352 2.24341 -2.24341
0.004659 -1.36378 -3.60359 2.23981 -2.23981
0.00466 -1.37731 -3.61351 2.2362 -2.2362
0.004661 -1.39071 -3.62329 2.23258 -2.23258
0.004662 -1.40398 -3.63293 2.22895 -2.22895
0.004663 -1.41711 -3.64243 2.22532 -2.22532
0.004664 -1.43011 -3.65178 2.22167 -2.22167
0.004665 -1.44297 -3.66098 2.21801 -2.21801
0.004666 -1.45569 -3.67004 2.21435 -2.21435
0.004667 -1.46828 -3.67896 2.21067 -2.21067
0.004668 -1.48074 -3.68772 2.20699 -2.20699
0.004669 -1.49305 -3.69635 2.2033 -2.2033
0.00467 -1.50523 -3.70482 2.1996 -2.1996
0.004671 -1.51727 -3.71315 2.19589 -2.19589
0.004672 -1.52916 -3.72134 2.19217 -2.19217
0.004673 -1.54093 -3.72937 2.18844 -2.18844
0.004674 -1.55255 -3.73726 2.18471 -2.18471
0.004675 -1.56403 -3.745 2.18097 -2.18097
0.004676 -1.57537 -3.75259 2.17722 -2.17722
0.004677 -1.58656 -3.76003 2.17347 -2.17347
0.004678 -1.59762 -3.76732 2.1697 -2.1697
0.004679 -1.60854 -3.77447 2.16593 -2.16593
0.00468 -1.61931 -3.78146 2.16215 -2.16215
0.004681 -1.62994 -3.78831 2.15837 -2.15837
0.004682 -1.64042 -3.795 2.15458 -2.15458
0.004683 -1.65077 -3.80154 2.15078 -2.15078
0.004684 -1.66096 -3.80794 2.14697 -2.14697
0.004685 -1.67102 -3.81418 2.14316 -2.14316
0.004686 -1.68093 -3.82027 2.13934 -2.13934
0.004687 -1.69069 -3.82621 2.13552 -2.13552
0.004688 -1.70031 -3.832 2.13169 -2.13169
0.004689 -1.70978 -3.83764 2.12786 -2.12786
0.00469 -1.71911 -3.84312 2.12402 -2.12402
0.004691 -1.72828 -3.84846 2.12017 -2.12017
0.004692 -1.73732 -3.85364 2.11632 -2.11632
0.004693 -1.7462 -3.85866 2.11246 -2.11246
0.004694 -1.75494 -3.86354 2.1086 -2.1086
0.004695 -1.76352 -3.86826 2.10474 -2.10474
0.004696 -1.77196 -3.87283 2.10087 -2.10087
0.004697 -1.78025 -3.87724 2.09699 -2.09699
0.004698 -1.78839 -3.88151 2.09311 -2.09311
0.004699 -1.79638 -3.88561 2.08923 -2.08923
0.0047 -1.80423 -3.88957 2.08534 -2.08534
0.004701 -1.81192 -3.89337 2.08145 -2.08145
0.004702 -1.81946 -3.89701 2.07755 -2.07755
0.004703 -1.82685 -3.9005 2.07366 -2.07366
0.004704 -1.83409 -3.90384 2.06975 -2.06975
0.004705 -1.84117 -3.90702 2.06585 -2.06585
0.004706 -1.84811 -3.91005 2.06194 -2.06194
0.004707 -1.85489 -3.91292 2.05803 -2.05803
0.004708 -1.86153 -3.91564 2.05411 -2.05411
0.004709 -1.86801 -3.9182 2.0502 -2.0502
0.00471 -1.87433 -3.92061 2.04628 -2.04628
0.004711 -1.88051 -3.92286 2.04236 -2.04236
0.004712 -1.88653 -3.92496 2.03843 -2.03843
0.004713 -1.89239 -3.9269 2.03451 -2.03451
0.004714 -1.89811 -3.92869 2.03058 -2.03058
0.004715 -1.90367 -3.93032 2.02665 -2.02665
0.004716 -1.90907 -3.93179 2.02272 -2.02272
0.004717 -1.91432 -3.93311 2.01879 -2.01879
0.004718 -1.91942 -3.93427 2.01485 -2.01485
0.004719 -1.92436 -3.93528 2.01092 -2.01092
0.00472 -1.92915 -3.93613 2.00698 -2.00698
0.004721 -1.93378 -3.93683 2.00304 -2.00304
0.004722 -1.93826 -3.93736 1.99911 -1.99911
0.004723 -1.94258 -3.93775 1.99517 -1.99517
0.004724 -1.94674 -3.93798 1.99123 -1.99123
0.004725 -1.95075 -3.93805 1.98729 -1.98729
0.004726 -1.95461 -3.93796 1.98336 -1.98336
0.004727 -1.9583 -3.93772 1.97942 -1.97942
0.004728 -1.96185 -3.93733 1.97548 -1.97548
0.004729 -1.96523 -3.93677 1.97154 -1.97154
0.00473 -1.96846 -3.93607 1.96761 -1.96761
0.004731 -1.97153 -3.9352 1.96367 -1.96367
0.004732 -1.97445 -3.93418 1.95974 -1.95974
0.004733 -1.9772 -3.93301 1.9558 -1.9558
0.004734 -1.9798 -3.93168 1.95187 -1.95187
0.004735 -1.98225 -3.93019 1.94794 -1.94794
0.004736 -1.98453 -3.92855 1.94401 -1.94401
0.004737 -1.98666 -3.92675 1.94008 -1.94008
0.004738 -1.98864 -3.92479 1.93616 -1.93616
0.004739 -1.99045 -3.92268 1.93223 -1.93223
0.00474 -1.99211 -3.92042 1.92831 -1.92831
0.004741 -1.99361 -3.918 1.92439 -1.92439
0.004742 -1.99495 -3.91542 1.92048 -1.92048
0.004743 -1.99613 -3.91269 1.91656 -1.91656
0.004744 -1.99716 -3.90981 1.91265 -1.91265
0.004745 -1.99803 -3.90677 1.90874 -1.90874
0.004746 -1.99874 -3.90357 1.90484 -1.90484
0.004747 -1.99929 -3.90022 1.90094 -1.90094
0.004748 -1.99968 -3.89672 1.89704 -1.89704
0.004749 -1.99992 -3.89306 1.89314 -1.89314
0.00475 -2 -3.88925 1.88925 -1.88925
0.004751 -1.99992 -3.88528 1.88536 -1.88536
0.004752 -1.99968 -3.88116 1.88148 -1.88148
0.004753 -1.99929 -3.87689 1.8776 -1.8776
0.004754 -1.99874 -3.87246 1.87373 -1.87373
0.004755 -1.99803 -3.86788 1.86986 -1.86986
0.004756 -1.99716 -3.86315 1.86599 -1.86599
0.004757 -1.99613 -3.85826 1.86213 -1.86213
0.004758 -1.99495 -3.85322 1.85827 -1.85827
0.004759 -1.99361 -3.84803 1.85442 -1.85442
0.00476 -1.99211 -3.84269 1.85058 -1.85058
0.004761 -1.99045 -3.83719 1.84674 -1.84674
0.004762 -1.98864 -3.83154 1.8429 -1.8429
0.004763 -1.98666 -3.82574 1.83908 -1.83908
0.004764 -1.98453 -3.81979 1.83525 -1.83525
0.004765 -1.98225 -3.81368 1.83144 -1.83144
0.004766 -1.9798 -3.80743 1.82763 -1.82763
0.004767 -1.9772 -3.80102 1.82382 -1.82382
0.004768 -1.97445 -3.79447 1.82002 -1.82002
0.004769 -1.97153 -3.78776 1.81623 -1.81623
0.00477 -1.96846 -3.78091 1.81245 -1.81245
0.004771 -1.96523 -3.7739 1.80867 -1.80867
0.004772 -1.96185 -3.76675 1.8049 -1.8049
0.004773 -1.9583 -3.75944 1.80114 -1.80114
0.004774 -1.95461 -3.75199 1.79738 -1.79738
0.004775 -1.95075 -3.74439 1.79363 -1.79363
0.004776 -1.94674 -3.73664 1.78989 -1.78989
0.004777 -1.94258 -3.72874 1.78616 -1.78616
0.004778 -1.93826 -3.72069 1.78244 -1.78244
0.004779 -1.93378 -3.7125 1.77872 -1.77872
0.00478 -1.92915 -3.70416 1.77501 -1.77501
0.004781 -1.92436 -3.69567 1.77131 -1.77131
0.004782 -1.91942 -3.68704 1.76762 -1.76762
0.004783 -1.91432 -3.67826 1.76394 -1.76394
0.004784 -1.90907 -3.66934 1.76026 -1.76026
0.004785 -1.90367 -3.66027 1.7566 -1.7566
0.004786 -1.89811 -3.65105 1.75294 -1.75294
0.004787 -1.89239 -3.64169 1.7493 -1.7493
0.004788 -1.88653 -3.63219 1.74566 -1.74566
0.004789 -1.88051 -3.62254 1.74203 -1.74203
0.00479 -1.87433 -3.61275 1.73841 -1.73841
0.004791 -1.86801 -3.60281 1.73481 -1.73481
0.004792 -1.86153 -3.59274 1.73121 -1.73121
0.004793 -1.85489 -3.58252 1.72762 -1.72762
0.004794 -1.84811 -3.57215 1.72404 -1.72404
0.004795 -1.84117 -3.56165 1.72048 -1.72048
0.004796 -1.83409 -3.55101 1.71692 -1.71692
0.004797 -1.82685 -3.54022 1.71337 -1.71337
0.004798 -1.81946 -3.5293 1.70984 -1.70984
0.004799 -1.81192 -3.51823 1.70632 -1.70632
0.0048 -1.80423 -3.50703 1.7028 -1.7028
0.004801 -1.79638 -3.49569 1.6993 -1.6993
0.004802 -1.78839 -3.48421 1.69581 -1.69581
0.004803 -1.78025 -3.47259 1.69233 -1.69233
0.004804 -1.77196 -3.46083 1.68887 -1.68887
0.004805 -1.76352 -3.44894 1.68541 -1.68541
0.004806 -1.75494 -3.4369 1.68197 -1.68197
0.004807 -1.7462 -3.42474 1.67854 -1.67854
0.004808 -1.73732 -3.41244 1.67512 -1.67512
0.004809 -1.72828 -3.4 1.67171 -1.67171
0.00481 -1.71911 -3.38743 1.66832 -1.66832
0.004811 -1.70978 -3.37472 1.66494 -1.66494
0.004812 -1.70031 -3.36188 1.66157 -1.66157
0.004813 -1.69069 -3.34891 1.65822 -1.65822
0.004814 -1.68093 -3.3358 1.65487 -1.65487
0.004815 -1.67102 -3.32256 1.65154 -1.65154
0.004816 -1.66096 -3.30919 1.64823 -1.64823
0.004817 -1.65077 -3.29569 1.64493 -1.64493
0.004818 -1.64042 -3.28206 1.64164 -1.64164
0.004819 -1.62994 -3.2683 1.63836 -1.63836
0.00482 -1.61931 -3.25441 1.6351 -1.6351
0.004821 -1.60854 -3.24039 1.63185 -1.63185
0.004822 -1.59762 -3.22624 1.62862 -1.62862
0.004823 -1.58656 -3.21196 1.6254 -1.6254
0.004824 -1.57537 -3.19756 1.6222 -1.6222
0.004825 -1.56403 -3.18303 1.61901 -1.61901
0.004826 -1.55255 -3.16838 1.61583 -1.61583
0.004827 -1.54093 -3.15359 1.61267 -1.61267
0.004828 -1.52916 -3.13869 1.60952 -1.60952
0.004829 -1.51727 -3.12366 1.60639 -1.60639
0.00483 -1.50523 -3.1085 1.60328 -1.60328
0.004831 -1.49305 -3.09322 1.60017 -1.60017
0.004832 -1.48074 -3.07782 1.59709 -1.59709
0.004833 -1.46828 -3.0623 1.59402 -1.59402
0.004834 -1.45569 -3.04666 1.59096 -1.59096
0.004835 -1.44297 -3.03089 1.58793 -1.58793
0.004836 -1.43011 -3.01501 1.5849 -1.5849
0.004837 -1.41711 -2.99901 1.5819 -1.5819
0.004838 -1.40398 -2.98288 1.5789 -1.5789
0.004839 -1.39071 -2.96664 1.57593 -1.57593
0.00484 -1.37731 -2.95028 1.57297 -1.57297
0.004841 -1.36378 -2.93381 1.57003 -1.57003
0.004842 -1.35011 -2.91722 1.5671 -1.5671
0.004843 -1.33631 -2.90051 1.56419 -1.56419
0.004844 -1.32238 -2.88369 1.5613 -1.5613
0.004845 -1.30832 -2.86675 1.55843 -1.55843
0.004846 -1.29413 -2.8497 1.55557 -1.55557
0.004847 -1.27981 -2.83254 1.55273 -1.55273
0.004848 -1.26536 -2.81526 1.5499 -1.5499
0.004849 -1.25078 -2.79787 1.5471 -1.5471
0.00485 -1.23607 -2.78038 1.54431 -1.54431
0.004851 -1.22123 -2.76277 1.54154 -1.54154
0.004852 -1.20627 -2.74505 1.53878 -1.53878
0.004853 -1.19118 -2.72722 1.53605 -1.53605
0.004854 -1.17596 -2.70929 1.53333 -1.53333
0.004855 -1.16062 -2.69125 1.53063 -1.53063
0.004856 -1.14515 -2.6731 1.52795 -1.52795
0.004857 -1.12956 -2.65485 1.52528 -1.52528
0.004858 -1.11385 -2.63649 1.52264 -1.52264
0.004859 -1.09801 -2.61802 1.52001 -1.52001
0.00486 -1.08205 -2.59945 1.5174 -1.5174
0.004861 -1.06597 -2.58078 1.51481 -1.51481
0.004862 -1.04977 -2.56201 1.51224 -1.51224
0.004863 -1.03345 -2.54313 1.50969 -1.50969
0.004864 -1.01701 -2.52416 1.50715 -1.50715
0.004865 -1.00044 -2.50508 1.50464 -1.50464
0.004866 -0.983765 -2.48591 1.50214 -1.50214
0.004867 -0.966967 -2.46663 1.49967 -1.49967
0.004868 -0.950052 -2.44726 1.49721 -1.49721
0.004869 -0.933021 -2.42779 1.49477 -1.49477
0.00487 -0.915874 -2.40823 1.49235 -1.49235
0.004871 -0.898613 -2.38857 1.48996 -1.48996
0.004872 -0.881236 -2.36881 1.48758 -1.48758
0.004873 -0.863746 -2.34896 1.48522 -1.48522
0.004874 -0.846143 -2.32902 1.48288 -1.48288
0.004875 -0.828427 -2.30899 1.48056 -1.48056
0.004876 -0.8106 -2.28886 1.47826 -1.47826
0.004877 -0.792662 -2.26864 1.47598 -1.47598
0.004878 -0.774613 -2.24834 1.47372 -1.47372
0.004879 -0.756455 -2.22794 1.47149 -1.47149
0.00488 -0.738188 -2.20746 1.46927 -1.46927
0.004881 -0.719814 -2.18688 1.46707 -1.46707
0.004882 -0.701331 -2.16623 1.46489 -1.46489
0.004883 -0.682742 -2.14548 1.46274 -1.46274
0.004884 -0.664047 -2.12465 1.4606 -1.4606
0.004885 -0.645247 -2.10374 1.45849 -1.45849
0.004886 -0.626343 -2.08274 1.4564 -1.4564
0.004887 -0.607335 -2.06166 1.45432 -1.45432
0.004888 -0.588224 -2.0405 1.45227 -1.45227
0.004889 -0.569011 -2.01925 1.45024 -1.45024
0.00489 -0.549696 -1.99793 1.44823 -1.44823
0.004891 -0.530281 -1.97653 1.44625 -1.44625
0.004892 -0.510765 -1.95505 1.44428 -1.44428
0.004893 -0.491151 -1.93349 1.44234 -1.44234
0.004894 -0.471438 -1.91185 1.44041 -1.44041
0.004895 -0.451628 -1.89014 1.43851 -1.43851
0.004896 -0.431721 -1.86836 1.43663 -1.43663
0.004897 -0.411718 -1.84649 1.43478 -1.43478
0.004898 -0.39162 -1.82456 1.43294 -1.43294
0.004899 -0.371427 -1.80255 1.43113 -1.43113
0.0049 -0.351141 -1.78048 1.42934 -1.42934
0.004901 -0.330762 -1.75833 1.42757 -1.42757
0.004902 -0.310291 -1.73611 1.42582 -1.42582
0.004903 -0.289728 -1.71382 1.42409 -1.42409
0.004904 -0.269076 -1.69147 1.42239 -1.42239
0.004905 -0.248333 -1.66904 1.42071 -1.42071
0.004906 -0.227502 -1.64656 1.41905 -1.41905
0.004907 -0.206583 -1.624 1.41742 -1.41742
0.004908 -0.185577 -1.60138 1.41581 -1.41581
0.004909 -0.164485 -1.5787 1.41422 -1.41422
0.00491 -0.143307 -1.55596 1.41265 -1.41265
